exam_type,exam_date,task_no,task_text,pdf,page,points,time_est,efficiency,difficulty_guess,type,frequency_score,concepts,snippet,task_id,cluster_id,cluster_label
MI,2008-05-07,3,"Zadatak 3. (5 bodova)

Zadan je niz brojeva: 10, 8, 6, 3, 5, 9, 1, 2, 4, 7.
Ilustrirajte (ispišite niz nakon svake zamjene dvaju elemenata) uzlazno sortiranje zadanog niza
brojeva
a) (2,5 boda) algoritmom quicksort. Stožer odaberite metodom aproksimacije medijana
temeljem početnog, krajnjeg i srednjeg člana polja.
b) (2,5 boda) algoritmom shellsort za niz koraka {4, 3, 1}",,,,,,,,,,,MI|2008-05-07|3,3,"Here is a possible label for the cluster:

""Uzlažno Sortiranje Algoritama"""
MI,2008-05-07,4,"Zadatak 4. (5 bodova)

Neka je zadan tip podatka Red za koji su definirane funkcije za inicijalizaciju reda, dodavanje
elementa u red te za brisanje elementa iz reda. Prototipovi navedenih funkcija su:
void init_red(Red *red);
int dodaj(int element, Red *red);
int skini(int *element, Red *red);
Funkcije dodaj i skini vraćaju 1 ako je operacija dodavanja odnosno skidanja uspjela, a 0 inače.
Napišite funkciju čiji je prototip:
void IzbaciUzastopne(Red *red);
koja će u zadanom redu ukloniti sva uzastopna ponavljanja brojeva.
Primjer: Red brojeva 3 3 5 6 7 7 12 5 5 5 5 7 7 7 7 5 funkcija će promijeniti u 3 5 6 7 12 5 7 5.
2. meñuispit iz predmeta Algoritmi i strukture podataka
Rješenja
1. zadatak
void RSort (int *polje, int n)
{
int indeks;
if (n > 0)
{
indeks = Najmanji(polje, n);
Zamijeni(&polje[0], &polje[indeks]);
RSort (polje+1, n-1);
}
}
2. zadatak
Stog Armstrong (Stog *stog, int *brojArmstrongovih) {
Stog novi, temp;
int broj;
init_stog(&novi);
init_stog(&temp);
*brojArmstrongovih = 0;
while (skini(&broj, stog)) {
dodaj(broj, &temp);
if (broj == (pow(broj/100,3) + pow((broj/10)%10,3) + pow(broj%10,3))) {
dodaj(broj, &novi);
(*brojArmstrongovih)++;
}
}
while (skini (&broj, &temp)) dodaj (broj, stog);
return novi;
}
3. zadatak
a)
10 8 6 3 5 9 1 2 4 7
5 8 6 3 10 9 1 2 4 7
5 8 1 3 10 9 6 2 4 7
5 8 1 2 10 9 6 3 4 7
4 8 1 2 5 9 6 3 10 7
4 7 1 2 5 8 6 3 10 9
2 7 1 4 5 8 6 3 10 9
2 5 1 4 7 8 6 3 10 9
2 3 1 4 5 8 6 7 10 9
2 3 3 4 5 8 6 7 10 9
1 2 3 4 5 8 6 7 10 9
1 2 3 4 5 6 8 7 10 9
1 2 3 4 5 6 7 8 10 9
1 2 3 4 5 6 7 8 9 10
2. meñuispit iz predmeta Algoritmi i strukture podataka
b)
10 8 6 3 5 9 1 2 4 7
stožer je: 7
5 8 6 3 4 9 1 2 7 10
5 2 6 3 4 9 1 8 7 10
5 2 6 3 4 1 9 8 7 10
5 2 6 3 4 1 7 8 9 10
5 2 6 3 4 1
stožer:5
1 2 4 3 5 6
1 2 4 3
stožer:2
1 4 2 3
1 2 4 3
1 2 3 4 5 6 7 8 9 10
4. zadatak
void IzbaciUzastopne(Red *red){
Red pom; int element, prethodni;
init_red(&pom);
if (skini(&element, red)){
prethodni = element;
dodaj(element, &pom);
while(skini(&element, red)){
if (element != prethodni)
dodaj(element, &pom);
prethodni = element;
}
while(skini(&element, &pom)){
dodaj(element, red);
}
}
}
2. meñuispit iz predmeta Algoritmi i strukture podataka
Algoritmi i strukture podataka
đ
2. me uispit
1. (4 bodova) Za zadani niz brojeva: 3, 2, 8, 6, 4, 10, 2, 1, 5, 7, 9, ilustrirati sortiranje
postupkom quicksort tako da se kao stožer odabire prvi element u polju. Rješenje mora
sadržavati izgled polja nakon svake zamjene dvaju elemenata.
Jedan način Drugi način (razlika je u
3 2 8 6 4 10 2 1 5 7 9 zasjenjenom retku)
3 2 1 6 4 10 2 8 5 7 9 3 2 8 6 4 10 2 1 5 7 9
3 2 1 2 4 10 6 8 5 7 9 3 2 1 6 4 10 2 8 5 7 9
2 2 1 3 4 10 6 8 5 7 9 3 2 1 2 4 10 6 8 5 7 9
1 2 2 3 4 10 6 8 5 7 9 2 2 1 3 4 10 6 8 5 7 9
1 2 2 3 4 9 6 8 5 7 10 2 1 2 3 4 10 6 8 5 7 9
1 2 2 3 4 7 6 8 5 9 10 1 2 2 3 4 10 6 8 5 7 9
1 2 2 3 4 7 6 5 8 9 10 1 2 2 3 4 9 6 8 5 7 10
1 2 2 3 4 5 6 7 8 9 10 1 2 2 3 4 7 6 8 5 9 10
1 2 2 3 4 7 6 5 8 9 10
1 2 2 3 4 5 6 7 8 9 10
2. (4 bodova) Za zadani niz brojeva: 3, 2, 8, 6, 4, 10, 2, 1, 5, 7, 9, ilustrirati sortiranje
postupkom shellsort sa nizom koraka {4,2,1}. Rješenje mora sadržavati izgled polja
nakon svake zamjene dvaju elemenata.
3 2 8 6 410 2 1 5 7 9
3 2 2 6 410 8 1 5 7 9
3 2 2 1 410 8 6 5 7 9
3 2 2 1 4 7 8 6 510 9
2 2 3 1 4 7 8 6 510 9
2 1 3 2 4 7 8 6 510 9
2 1 3 2 4 6 8 7 510 9
2 1 3 2 4 6 5 7 810 9
1 2 3 2 4 6 5 7 810 9
1 2 2 3 4 6 5 7 810 9
1 2 2 3 4 5 6 7 810 9
1 2 2 3 4 5 6 7 8 910
3. (7 bodova) Na stog realiziran poljem spremaju se podaci o točkama iz koordinatnog
sustava. Svaka točka predstavljena je sljedećom strukturom:
struct tocka{
float x, y;
}
Napisati funkciju za stavljanje točke na stog i funkciju za skidanje točke sa stoga. Obje
funkcije trebaju vratiti 1 ako su uspješno obavile posao, a 0 inače.
Također, napisati rekurzivnu funkciju koja će korištenjem gore napisanih funkcija, bez
korištenja pomoćnih polja ili stogova, ispisati sadržaj stoga na način da se prvo ispiše
točka koja se nalazi na dnu stoga, a tek na kraju točka koja se nalazila na vrhu stoga.
Nakon završetka rekurzivne funkcije, poredak točaka na stogu mora ostati nepromijenjen.
int skini(struct tocka *stavka, struct tocka stog[], int *vrh){
if (*vrh < 0) return 0;
*stavka = stog[*vrh];
(*vrh)--;
return 1;
}
int dodaj (struct tocka stavka, struct tocka stog[], int n, int *vrh) {
if (*vrh >= n-1) return 0;
(*vrh)++;
stog[*vrh] = stavka;
return 1;
}
void ispis(struct tocka stog[], int n, int *vrh){
struct tocka t;
if (skini(&t, stog, vrh)){
ispis(stog, n, vrh);
printf(""%.2f %.2f\n"", t.x , t.y);
dodaj(t, stog, n, vrh);
}
}
4. (5 bodova) Za spremanje cijelih brojeva na stog definirana je klasa Stog koja ima
jedan konstruktor i tri javne funkcije:
Stog::Stog();
void Stog::Stavi(int element);
void Stog::Skini(int *element);
int Stog::Prazan();
Funkcija Prazan vraća 1 ukoliko je stog prazan, a 0 inače.
Napisati funkciju koja će stvoriti novi stog koji će sadržavati sve one brojeve iz zadanog
stoga koji su veći ili jednaki prosječnoj vrijednosti elemenata iz zadanog stoga. Poredak
tih brojeva u novom stogu nije bitan. Redoslijed podataka na zadanom stogu mora ostati
nepromijenjen. Funkcija mora imati prototip:
Stog *veci_od_prosjeka(Stog *zadani);
Napomena: Za klasu Stog nije definiran copy konstruktor. Možete pretpostaviti da u
svakom objektu klase Stog ima dovoljno mjesta za dodavanje novih elemenata za stog.
Smijete koristiti pomoćne stogove.
Stog *veci_od_prosjeka(Stog *zadani){
Stog *novi = new Stog(), pom;
int suma=0, el, br=0; float prosjek;
while(!zadani->Prazan()){
zadani->Skini(&el);
pom.Stavi(el);
suma+=el; br++;
}
if (br>0)
prosjek = (float) suma / br;
while(!pom.Prazan()){
pom.Skini(&el);
zadani->Stavi(el);
if (el >= prosjek)
novi->Stavi(el);
}
printf(""Prosjek = %.2f"", prosjek);
return novi;
}
Algoritmi i strukture podataka
đ
1. me uispit
27.03.2007.
1. (4 boda) Napisati funkciju čiji je prototip:
int *duplikat(int *polje, int br_clanova);
koja će stvoriti novo polje koje je duplikat ulaznog polja. Funkcija kao rezultat vraća
pokazivač na navedeno polje.
Osim toga, napisati i glavni program u kojem će se definirati polje od 50 elemenata, a zatim
napuniti slučajno odabranim cijelim brojevima u intervalu [1, 20], pozvati funkcija, ispisati
tako dobiveno polje te osloboditi dinamički stvorena memorija.
2. (4 boda) Jedan zapis datoteke organizirane po načelu raspršenog adresiranja definiran je
sljedećom strukturom:
typedef struct{
int sifra;
char naziv[50+1];
int kolicina;
float cijena;
} zapis;
Zapis je prazan ako je na mjestu šifre vrijednost nula. Parametri za raspršeno adresiranje
nalaze se u datoteci parametri.h i oni su:
- BLOK : veličina bloka na disku
- MAXZAP : očekivani maksimalni broj zapisa
- C : broj zapisa u jednom pretincu
- M : broj pretinaca
Ključ zapisa je šifra artikla, a transformacija ključa u adresu obavlja se zadanom funkcijom:
int adresa(int sifra);
Napisati funkciju koja će pronaći zapis koji je najviše „udaljen“ od predviđenog pretinca. Ako
pojedini zapis nije spremljen kao preljev, njegova je udaljenost 0; inače se udaljenost definira
kao broj dodatnih pretinaca koje je potrebno pročitati da bi se zapis pronašao. (Primjerice,
ako je M=15, adresa nekog zapisa 13, a zapis se nalazi u pretincu broj 4, udaljenost je 6).
Funkcija vraća 0 ako nijedan zapis nije zapisan kao preljev; inače vraća najveću udaljenost.
Ako postoji više takvih zapisa, vratiti bilo koji. Funkcija treba imati prototip:
int max_udaljenost(FILE *f, zapis *z);
3. (4 boda) Napisati rekurzivnu funkciju koja za zadane x i y
koordinate lijeve gornje točke kvadrata, duljinu stranice i
brojKvadrata crta ""koncentrične kvadrate"" kao na slici.
Točka (0, 0) koordinatnog sustava se nalazi u gornjem lijevom
kutu.
Svaki kvadrat ima središte kao i prethodni, a stranicu duljine 20
piksela veću od prethodnog.
Za crtanje koristite funkciju DrawRectangle koja iscrtava pravokutnik s gornjim lijevim
kutom u (x, y) i duljinom stranica sirina i visina, koja ima prototip:
DrawRectangle(int x, int y, int sirina, int visina)
Funkciju DrawRectangle ne treba implementirati!
Na slici je zadan brojKvadrata = 6.
Funkcija koju treba napisati ima prototip:
void KoncentricniKvadrati(int x, int y, int stranica, int brojKvadrata);
4. (3 boda) Odredite apriornu složenost sljedećih programskih odsječaka i detaljno obrazložite
svoje odgovore.
a) int Funkcija1(int *mat, int n, int maxstu){
int i, j, suma = 0;
for (i = 0; i < n; i++)
for (j = 0; j < n; j++){
printf(""%d\n"", mat[i*maxstu + j]);
if (i + j == 2) suma += mat[i*maxstu + j];
}
return suma;
}
b) int Funkcija2(int *mat, int n, int maxstu){
int i, j;
for (i = 0; i < n; i++)
for (j = 0; j < n; j++){
printf(""%d\n"", mat[i*maxstu + j]);
if (i + j == 2) return mat[i*maxstu + j];
}
}
c) int Funkcija3(int *mat, int n, int maxstu){
int i, j;
for (i = 0; i < n; i++)
for (j = 0; j < n; j++){
printf(""%d\n"", mat[i*maxstu + j]);
if (i == 2) return mat[i*maxstu + j];
}
}",,,,,,,,,,,MI|2008-05-07|4,9,Izvrtanje stoga odozgo nizom
ZI,2026-02-06,1,"Zadatak 1. (10 bodova)

Zadan je razred BStablo kojim se implementira binarno stablo za traženje (za svaki čvor vrijedi: lijevo su upisani
elementi koji su manji od elementa zapisanog u tom čvoru, a desno veći):
template <typename T> class BStablo { Primjer: Izgled originalnog stabla nakon dodavanja elemenata iz
public: pomoćnog stabla koji nisu postojali u originalnom stablu.
BStablo() : korijen(nullptr) {}
…
protected:
struct Cvor {
T elem;
shared_ptr<Cvor> lijevo, desno;
Cvor(const T &novi): …
}
shared_ptr<Cvor> korijen;
…
};
Potrebno je napisati javni funkcijski član dodajNove razreda BStablo koji će u stablo dodati elemente iz pomoćnog
stabla koji nisu postojali u stablu (vidjeti primjer):
void dodajNove(BStablo<T> &pomStablo);
Dozvoljeno je koristiti pomoćni funkcijski član ili članove, koje također treba napisati. U nijednom funkcijskom članu
nije dozvoljeno koristiti pomoćne strukture podataka (polja, liste, itd.).
Potrebno je napisati odsječak glavnog programa u kojemu se definiraju potrebne varijable i poziva funkcijski član
dodajNove.
Napomena: Pretpostavite da su definirani svi potrebni operatori za tip T (za usporedbu itd.). Nijedna se vrijednost u
stablu ne može pojaviti više puta, tj. u stablo ne mogu biti upisani duplikati.",ZI_svi_do_2026.pdf,1.0,10.0,30.0,0.3333333333,3.0,core,6.0,bst|queue,Zadatak 1. (10 bodova) Zadan je razred BStablo...,ZI|2026-02-06|1,2,"Počastitno, eto moj odlučeni izbor:

**Binarne Stablo**"
ZI,2026-02-06,2,"Zadatak 2. (10 bodova)
 - RJEŠENJE b) DIJELA ZADATKA UPISATI U PREDVIĐENI PROSTOR NA OVOME PAPIRU
Zadan je usmjereni graf G = (V, E), čiji je skup vrhova V = {1, 2, 3, 4, 5}.
Zadan je glavni program u kojemu je graf G definiran poljem koje predstavlja listu susjedstva (listaSusjedstva).
Element listaSusjedstva[0] predstavlja listu susjeda vrha 1 (vrhovi 2, 3 i 4), element listaSusjedstva[1]
predstavlja listu susjeda vrha 2, itd. Elementi vector-a, obidjeni označavaju jesu li pojedini vrhovi grafa obiđeni
(element obidjeni[0] označava je li vrh 1 obiđen ili nije, element obidjeni[1] označava je li vrh 2 obiđen ili nije,
itd). Svi elementi vector-a obidjeni su inicijalno postavljeni na false, što znači da niti jedan vrh grafa nije obiđen.
int main(void) {
const int BR_VRHOVA = 5;
vector<int> listaSusjedstva[BR_VRHOVA] = {{2, 3, 4}, {1, 3}, {2, 5}, {1, 5}, {4}};
vector<bool> obidjeni(BR_VRHOVA, false);
DFSR(listaSusjedstva, obidjeni, 1);
return 0;
}
a) Potrebno je napisati funkciju DFSR koja obilazi graf rekurzivnim DFS algoritmom počevši od zadanog vrha (vrh) te
ispisuje obiđene vrhove prema redoslijedu obilaska (neobiđene susjede vrhova grafa odabirati rastućim
redoslijedom, tj. prvo susjedni vrh s najmanjom vrijednošću oznake vrha, pa zatim vrh s drugom najmanjom
vrijednošću oznake vrha, itd.). Graf je zadan listom susjedstva (listaSusjedstva), a u funkciji je potrebno
postaviti oznake kada se obiđe pojedini vrh (vector obidjeni). Vrhovi navedeni u listi susjedstva uvijek su
poredani rastućim redoslijedom. Prototip funkcije je:
void DFSR(vector<int> listaSusjedstva[], vector<bool>& obidjeni, int vrh);
b) Počevši od vrha 1, napišite redoslijed obilaska vrhova rekurzivnim DFS algoritmom (neobiđene susjede vrhova
grafa odabirati rastućim redoslijedom) za graf zadan u glavnom programu:
Rješenje:",ZI_svi_do_2026.pdf,1.0,10.0,30.0,0.3333333333,3.0,core,6.0,graph|linked_list|queue,Zadatak 2. (10 bodova) Zadan je usmjereni graf...,ZI|2026-02-06|2,4,"Here are the cluster labels in 2-4 words:

1. **BStablo** - Binary Search Tree
2. **HashLinearHashing** - Linear Hashing Implementation
3. **Knuth-Morris-Pratt** - String Matching Algorithm
4. **Heapsort** - Sorting Algorithm
5. **Rabin-Karp** - String Matching Algorithm

Let me know if you'd like me to clarify or expand on any of these labels!"
ZI,2026-02-06,3,"Zadatak 3. (10 bodova)

Web shop sadrži proizvode sa sljedećim cijenama:
3, 9, 2, 7, 6, 4, 1, 5
a) Za zadani niz cijena prikažite stvaranje gomile min-heap gdje se gomila gradi odjednom pozivima funkcije
podesi. U svakom koraku u kojemu se obavlja zamjena trebaju biti označeni članovi polja koji su zamijenjeni te
treba prikazati polje nakon svake zamjene.
b) Web shop želi prikazati 3 najpovoljnija proizvoda na temelju min‑heap gomile iz a) dijela zadatka, bez potpunog
sortiranja cijele liste. Korištenjem algoritma heapsort nad dobivenom min‑heap gomilom potrebno je prikazati
sadržaj polja nakon tri uzastopna poziva funkcije podesi nad korijenskim čvorom.",ZI_svi_do_2026.pdf,2.0,10.0,30.0,0.3333333333,3.0,core,3.0,heap,Zadatak 3. (10 bodova) Web shop sadrži proizvode...,ZI|2026-02-06|3,3,"Here is a possible label for the cluster:

""Uzlažno Sortiranje Algoritama"""
ZI,2026-02-06,4,"Zadatak 4. (10 bodova)

Zadana su sučelja koja služe implementaciji tablice raspršenog adresiranja.
template <typename T, typename K> template <typename T, typename K>
class IHashableValue { class IHash {
public: protected:
virtual K GetKey() const = 0; int size;
}; IHashableValue<T, K> **hash;
public:
IHashableValue<T, K> *Get(K key);
void Add(IHashableValue<T, K> *element);
};
Svaki objekt koji se upisuje u tablicu raspršenog adresiranja implementira sučelje IHashableValue. Varijabla
IHashableValue<T, K> **hash služi pohrani tablice raspršenog adresiranja, a varijabla size određuje veličinu
tablice.
Potrebno je napisati klasu HashLinearHashing koja implementira sučelje IHash tako da koristi tehniku otvorenog
linearnog adresiranja. Klasa HashLinearHashing treba imati implementirane metode Add i Get. Potrebno je
implementirati funkciju GetLoadFactor kojom se dohvaća trenutni faktor opterećenja hash-tablice 𝛼.
Hash-tablicu treba dimenzionirati na 50000 zapisa (konstanta M). Potrebno je napisati glavni program kojim se hash-
tablica puni nasumičnim brojevima u intervalu [1000, 10000], sve dok se ne dostigne faktor opterećenja 𝛼 koji iznosi
0,6. Kao funkciju raspršenja potrebno je koristiti unaprijed definiranu funkciju int Method1(int key).Ovu funkciju
nije potrebno implementirati.",ZI_svi_do_2026.pdf,2.0,10.0,30.0,0.3333333333,3.0,core,3.0,hashing,Zadatak 4. (10 bodova) Zadana su sučelja...,ZI|2026-02-06|4,7,"Ovaj problem se odnosi na programsko inženjerstvo, posebice implementaciju tablica raspršenog adresiranja. Iako nije u potpunosti očitan tekst, vidljivo je da se radi o dvije taskove (Zadatak 4.) koji zahtijevaju implementaciju određenih algoritama.

**Label:** Implementacija Tablice Raspršenog Adresiranja"
ZI,2026-02-06,5,"Zadatak 5. (5 bodova)
 - RJEŠENJA UPISATI NA OVOME PAPIRU
Za zadane zadatke odgovor upišite u predviđena polja.
a) (2 boda) Izračunati LPS polje koje b) (3 boda) Napišite funkciju GetHash kojom se računa sažetak (hash)
se koristi u Knuth-Morris-Pratt zadanog znakovnog niza u algoritmu Rabin-Karp.
algoritmu za niz prikazan u tablici:
A A B B A A A
Rješenje
1.zadatak
// javni funkcijski član:
void dodajNove(BStablo<T>& pomStablo) {
dodajNove(korijen, pomStablo.korijen);
}
// pomoćni funkcijski članovi (protected):
void dodaj(shared_ptr<Cvor>& cvor, const T& noviElem) {
if (cvor) {
if (cvor->elem < noviElem)
dodaj(cvor->desno, noviElem);
else if (cvor->elem > noviElem)
dodaj(cvor->lijevo, noviElem);
else {} // ne treba ništa, jer element postoji u stablu
}
else {
cvor = std::make_shared<Cvor>(noviElem);
}
}
// sve elemente koji ne postoje u trenutnom stablu, a postoje u novom stablu, dodati u
// trenutno stablo
void dodajNove(shared_ptr<Cvor>& korijen, shared_ptr<Cvor>& korijenNovi) {
// npr. inorder obilazak pomoćnog stabla;
if (korijenNovi) {
if (korijenNovi->lijevo)
dodajNove(korijen, korijenNovi->lijevo);
// dodaj novi element, ako ne postoji u stablu
dodaj(korijen, korijenNovi->elem);
if (korijenNovi->desno)
dodajNove(korijen, korijenNovi->desno);
}
}
// odsječak glavnog programa, npr.
BStablo<int> bStablo, bStabloNovo;
bStablo.dodajNove(bStabloNovo);
2. zadatak
a) DFSR
void DFSR(vector<int> listaSusjedstva[], vector<bool>& obidjeni, int vrh) {
obidjeni[vrh - 1] = true;
cout << vrh << "" "";
for (int v: listaSusjedstva[vrh - 1]) {
if (!obidjeni[v - 1])
DFSR(listaSusjedstva, obidjeni, v);
}
}
b) DFSR obilazak
1, 2, 3, 5, 4
3. zadatak
Min-heap
3, 9, 2, 7, 6, 4, 1, 5 (podesi 7)
3, 9, 2, 5, 6, 4, 1, 7 (podesi 2)
3, 9, 1, 5, 6, 4, 2, 7 (podesi 9)
3, 5, 1, 7, 6, 4, 2, 9 (podesi 3)
1, 5, 2, 7, 6, 4, 3, 9
Heapsort (prva tri poziva podesi)
1, 5, 2, 7, 6, 4, 3, 9 (zamjena prvog i zadnjeg)
9, 6, 4, 5, 3, 2, 3, 1 (podesi 9)
2, 5, 3, 7, 6, 4, 9, 1 (zamjena prvog i zadnjeg)
9, 5, 3, 7, 6, 4, 2, 1 (podesi 9)
3, 5, 4, 7, 6, 9, 2, 1 (zamjena prvog i zadnjeg)
9, 5, 4, 7, 6, 3, 2, 1 (podesi 9)
4, 5, 9, 7, 6, 3, 2, 1
Najpovoljnije cijene su 1, 2, 3
4. zadatak
#define M 50000
#define KOEF 0.6
template < typename T, typename K>
class HashLinearHashing : public IHash<T, K> {
private:
void Empty() {
size_t i;
for (i = 0; i < this->size; i++) {
this->hash[i] = nullptr;
}
}
//Method1 nije potrebno pisati
int Method1(int id) const { return id % M; }
public:
void Add(IHashableValue<T, K>* element) {
int h1 = Method1(element->GetKey());
int index;
for (int i = 0; i < this->size; i++) {
index = (h1 + i) % this->size;
if (this->hash[index] == nullptr) {
this->hash[index] = element;
break;
}
}
}
IHashableValue<T, K>* Get(K key) {
int h1 = Method1(key);
int index;
for (int i = 0; i < this->size; i++) {
index = (h1 + i) % this->size;
if (this->hash[index] != nullptr && (*this->hash[index]).GetKey() == key) {
return this->hash[index];
}
}
return nullptr;
}
//kontruktor nije potrebno pisati
HashLinearHashing(size_t size) {
this->size = size;
this->hash = new IHashableValue<T, K>*[this->size];
this->Empty();
}
float GetLoadFactor() {
float n = 0;
for (int i = 0; i < this->size; i++) {
if (this->hash[i] != nullptr) { n++; }
}
return n/this->size;
}
};
//ovu klasu nije potrebno pisati
class HashElem : public IHashableValue<HashElem, int> {
public:
int id;
HashElem(int id = 0) : id(id) { }
virtual int GetKey() const { return id; }
};
int main() {
HashLinearHashing<HashElem, int> hash(M);
HashElem elem[M];
srand(time(NULL)); // srand(time(nullptr));
for (int i = 0; i < M; i++) {
elem[i] = rand() % 9001 + 1000;
hash.Add(&elem[i]);
if (hash. GetLoadFactor () > KOEF)
break;
}
cout << hash.GetLoadFactor() << endl;
}
5. zadatak
a) b)
A A B B A A A
#define D 256
0 1 0 0 1 2 2
#define PRIME 251
static int GetHash(string s, int startIndex, int length) {
int hash = 0;
for (int i = 0; i < length; i++) {
hash = (D * hash + s[i + startIndex]) % PRIME;
}
return hash;
}",ZI_svi_do_2026.pdf,2.0,5.0,10.0,0.5,2.0,detail,6.0,hashing|queue|string_algos,Zadatak 5. (5 bodova) Izračunati LPS polje...,ZI|2026-02-06|5,4,"Here are the cluster labels in 2-4 words:

1. **BStablo** - Binary Search Tree
2. **HashLinearHashing** - Linear Hashing Implementation
3. **Knuth-Morris-Pratt** - String Matching Algorithm
4. **Heapsort** - Sorting Algorithm
5. **Rabin-Karp** - String Matching Algorithm

Let me know if you'd like me to clarify or expand on any of these labels!"
ZI,2025-02-07,1,"Zadatak 1. (10 bodova)

Zadan je razred BStablo kojim se implementira binarno stablo za traženje (za svaki čvor: lijevo su upisani elementi
koji su manji od elementa zapisanog u tom čvoru, a desno veći):
template <typename T> class BStablo Primjeri:
{ jesuPotomci(3, 9, 7) treba
public:
vratiti true, jer su 3 i 9 zapisani u
BStablo() : korijen(nullptr) {}
potomcima čvora u koji je zapisan 7;
void unos(const T& elem);
jesuPotomci(1, 3, 4) treba
…
protected: vratiti true, jer su 1 i 3 zapisani u
struct Cvor { potomcima čvora u koji je zapisan 4;
T elem; jesuPotomci(1, 4, 3) treba
shared_ptr<Cvor> lijevo, desno; vratiti false, jer 4 nije zapisan u
Cvor(const T &novi) : …
potomku čvora u koji je zapisan 3;
}
jesuPotomci(1, 4, 19) treba
shared_ptr<Cvor> korijen;
vratiti false, jer 19 nije zapisan u
…
}; nijednome čvoru;
a) Potrebno je napisati javni funkcijski član koji će provjeriti jesu li vrijednosti a i b upisane u potomcima čvora u koji
je upisana vrijednost c (vidjeti primjere). Prototip funkcijskog člana je:
bool jesuPotomci(const T& a, const T& b, const T& c);
Ako vrijednosti a, b ili c nisu upisane u stablo, funkcijski član treba vratiti false.
Dozvoljeno je koristiti pomoćni funkcijski član ili članove, koje također treba napisati.
b) Potrebno je napisati odsječak glavnog programa u kojemu se definiraju potrebne varijable i poziva funkcijski član
jesuPotomci.
Napomena: Pretpostavite da su definirani svi potrebni operatori za tip T (za usporedbu itd.). Nijedna se vrijednost u
stablu ne može pojaviti više puta, tj. u stablo ne mogu biti upisani duplikati.",ZI_svi_do_2026.pdf,9.0,10.0,30.0,0.3333333333,3.0,core,6.0,bst|queue,Zadatak 1. (10 bodova) Zadan je razred BStablo...,ZI|2025-02-07|1,2,"Počastitno, eto moj odlučeni izbor:

**Binarne Stablo**"
ZI,2025-02-07,2,"Zadatak 2. (10 bodova)
 - RJEŠENJA UPISATI U PREDVIĐENI PROSTOR NA OVOM PAPIRU
Zadan je graf G = (V, E), čiji je skup vrhova V = {A, B, C, D, E, F, G} (vidjeti sliku).
a) Počevši od vrha A, napišite redoslijed obilaska vrhova rekurzivnim DFS algoritmom (neobiđene susjede
vrhova grafa odabirati abecednim redoslijedom).
b) Može li se za graf G odrediti Eulerova staza s početkom u vrhu A? Ako je moguće, navedite redoslijed
obilaska vrhova za Eulerovu stazu (ako postoji više rješenja, dovoljno je navesti jedno). Ako nije moguće
odrediti Eulerovu stazu, kratko obrazložite zašto nije moguće.
a) Rješenje (DFS rekurzivni):
b) Rješenje:",ZI_svi_do_2026.pdf,9.0,10.0,30.0,0.3333333333,3.0,core,6.0,graph|queue,Zadatak 2. (10 bodova) Zadan je graf...,ZI|2025-02-07|2,4,"Here are the cluster labels in 2-4 words:

1. **BStablo** - Binary Search Tree
2. **HashLinearHashing** - Linear Hashing Implementation
3. **Knuth-Morris-Pratt** - String Matching Algorithm
4. **Heapsort** - Sorting Algorithm
5. **Rabin-Karp** - String Matching Algorithm

Let me know if you'd like me to clarify or expand on any of these labels!"
ZI,2025-02-07,3,"Zadatak 3. (10 bodova)

Zadan je niz brojeva:
3, 9, 2, 7, 6, 4, 1, 5
Za zadani niz brojeva prikažite stvaranje gomile max-heap pomoću algoritma čije je vrijeme izvođenja O(n log n) (za
2
n članova polja). U svakom koraku algoritma u kojemu se obavlja zamjena trebaju biti označeni članovi polja koji su
zamijenjeni te treba prikazati polje nakon svake zamjene.
Nakon toga je potrebno korištenjem algoritma heapsort sortirati elemente polja uzlazno. Prikazati sadržaj polja
nakon svakog poziva funkcije podesi nad korijenskim čvorom. Prikaz rada algoritma zaustaviti nakon trećeg poziva
funkcije podesi nad korijenskim čvorom.",ZI_svi_do_2026.pdf,10.0,10.0,30.0,0.3333333333,3.0,core,5.0,complexity|heap,Zadatak 3. (10 bodova) Zadan je niz brojeva...,ZI|2025-02-07|3,3,"Here is a possible label for the cluster:

""Uzlažno Sortiranje Algoritama"""
